ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-01-29,6.741839629080247,4.688607743640596,8.587105024568555,6.741839629080247,6.741839629080247,-0.10952679607086005,-0.10952679607086005,-0.10952679607086005,-0.10952679607086005,-0.10952679607086005,-0.10952679607086005,0.0,0.0,0.0,6.6323128330093875
2025-01-30,6.723663871527347,4.747406053433492,8.795335641418186,6.723663871527347,6.723663871527347,0.10939530980007245,0.10939530980007245,0.10939530980007245,0.10939530980007245,0.10939530980007245,0.10939530980007245,0.0,0.0,0.0,6.83305918132742
2025-01-31,6.7054881139744476,4.745541108914603,8.501994923323053,6.7054881139744476,6.7054881139744476,-0.05288547615086691,-0.05288547615086691,-0.05288547615086691,-0.05288547615086691,-0.05288547615086691,-0.05288547615086691,0.0,0.0,0.0,6.6526026378235805
2025-02-01,6.687312356421548,4.945472779405193,9.026260106443429,6.687312356421548,6.687312356421548,0.2843708222672723,0.2843708222672723,0.2843708222672723,0.2843708222672723,0.2843708222672723,0.2843708222672723,0.0,0.0,0.0,6.97168317868882
2025-02-02,6.669136598868648,4.597392546451414,8.6653112207715,6.669136598868648,6.669136598868648,-0.023646562586850713,-0.023646562586850713,-0.023646562586850713,-0.023646562586850713,-0.023646562586850713,-0.023646562586850713,0.0,0.0,0.0,6.645490036281798
2025-02-03,6.650960841315748,4.44452678413032,8.486585770615369,6.650960841315748,6.650960841315748,-0.11781608416523234,-0.11781608416523234,-0.11781608416523234,-0.11781608416523234,-0.11781608416523234,-0.11781608416523234,0.0,0.0,0.0,6.533144757150516
2025-02-04,6.632785083762848,4.441875119836278,8.471910509805268,6.632785083762848,6.632785083762848,-0.08989121309540449,-0.08989121309540449,-0.08989121309540449,-0.08989121309540449,-0.08989121309540449,-0.08989121309540449,0.0,0.0,0.0,6.542893870667444
2025-02-05,6.6146093262099495,4.500851425965423,8.466436240909927,6.6146093262099495,6.6146093262099495,-0.10952679607049358,-0.10952679607049358,-0.10952679607049358,-0.10952679607049358,-0.10952679607049358,-0.10952679607049358,0.0,0.0,0.0,6.505082530139456
2025-02-06,6.59643356865705,4.6695473602280595,8.80891638410906,6.59643356865705,6.59643356865705,0.10939530980017256,0.10939530980017256,0.10939530980017256,0.10939530980017256,0.10939530980017256,0.10939530980017256,0.0,0.0,0.0,6.705828878457222
2025-02-07,6.578257811104149,4.495309113482132,8.448359712840327,6.578257811104149,6.578257811104149,-0.05288547615079863,-0.05288547615079863,-0.05288547615079863,-0.05288547615079863,-0.05288547615079863,-0.05288547615079863,0.0,0.0,0.0,6.52537233495335
2025-02-08,6.56008205355125,4.747761732411588,8.780469364022206,6.56008205355125,6.56008205355125,0.2843708222676149,0.2843708222676149,0.2843708222676149,0.2843708222676149,0.2843708222676149,0.2843708222676149,0.0,0.0,0.0,6.844452875818865
2025-02-09,6.54190629599835,4.47699218423953,8.557310751510155,6.54190629599835,6.54190629599835,-0.023646562586095925,-0.023646562586095925,-0.023646562586095925,-0.023646562586095925,-0.023646562586095925,-0.023646562586095925,0.0,0.0,0.0,6.518259733412254
2025-02-10,6.5237305384454505,4.500963540185649,8.360710341178393,6.5237305384454505,6.5237305384454505,-0.11781608416551605,-0.11781608416551605,-0.11781608416551605,-0.11781608416551605,-0.11781608416551605,-0.11781608416551605,0.0,0.0,0.0,6.405914454279935
2025-02-11,6.505554780892551,4.511585458956781,8.512197165346572,6.505554780892551,6.505554780892551,-0.08989121309423023,-0.08989121309423023,-0.08989121309423023,-0.08989121309423023,-0.08989121309423023,-0.08989121309423023,0.0,0.0,0.0,6.415663567798321
2025-02-12,6.487379023339651,4.5387045957601355,8.468330287722454,6.487379023339651,6.487379023339651,-0.10952679607061416,-0.10952679607061416,-0.10952679607061416,-0.10952679607061416,-0.10952679607061416,-0.10952679607061416,0.0,0.0,0.0,6.377852227269036
2025-02-13,6.469203265786751,4.487795478359933,8.612627365050079,6.469203265786751,6.469203265786751,0.10939530979990629,0.10939530979990629,0.10939530979990629,0.10939530979990629,0.10939530979990629,0.10939530979990629,0.0,0.0,0.0,6.578598575586657
2025-02-14,6.451027508233851,4.464524874714767,8.43754259699117,6.451027508233851,6.451027508233851,-0.05288547615069199,-0.05288547615069199,-0.05288547615069199,-0.05288547615069199,-0.05288547615069199,-0.05288547615069199,0.0,0.0,0.0,6.398142032083159
2025-02-15,6.4328517506809515,4.78550891934424,8.719103893621497,6.4328517506809515,6.4328517506809515,0.2843708222679575,0.2843708222679575,0.2843708222679575,0.2843708222679575,0.2843708222679575,0.2843708222679575,0.0,0.0,0.0,6.717222572948909
2025-02-16,6.414675993004286,4.3102970269381276,8.33911389513273,6.414675993004286,6.414675993004286,-0.02364656258594476,-0.02364656258594476,-0.02364656258594476,-0.02364656258594476,-0.02364656258594476,-0.02364656258594476,0.0,0.0,0.0,6.3910294304183415
2025-02-17,6.39650023532762,4.292013615260946,8.160624913496227,6.39650023532762,6.39650023532762,-0.11781608416579978,-0.11781608416579978,-0.11781608416579978,-0.11781608416579978,-0.11781608416579978,-0.11781608416579978,0.0,0.0,0.0,6.27868415116182
2025-02-18,6.3783244776509544,4.234596816058537,8.309161151774136,6.3783244776509544,6.3783244776509544,-0.08989121309484054,-0.08989121309484054,-0.08989121309484054,-0.08989121309484054,-0.08989121309484054,-0.08989121309484054,0.0,0.0,0.0,6.288433264556114
2025-02-19,6.36014871997429,4.273160680632094,8.211010495806473,6.36014871997429,6.36014871997429,-0.10952679607003632,-0.10952679607003632,-0.10952679607003632,-0.10952679607003632,-0.10952679607003632,-0.10952679607003632,0.0,0.0,0.0,6.250621923904253
2025-02-20,6.341972962297624,4.566933104680912,8.493029316210812,6.341972962297624,6.341972962297624,0.10939530980037271,0.10939530980037271,0.10939530980037271,0.10939530980037271,0.10939530980037271,0.10939530980037271,0.0,0.0,0.0,6.451368272097997
2025-02-21,6.323797204620958,4.204841644424422,8.149588026501855,6.323797204620958,6.323797204620958,-0.0528854761510862,-0.0528854761510862,-0.0528854761510862,-0.0528854761510862,-0.0528854761510862,-0.0528854761510862,0.0,0.0,0.0,6.270911728469872
2025-02-22,6.305621446944293,4.491599158184904,8.585399434443096,6.305621446944293,6.305621446944293,0.28437082226742927,0.28437082226742927,0.28437082226742927,0.28437082226742927,0.28437082226742927,0.28437082226742927,0.0,0.0,0.0,6.589992269211722
2025-02-23,6.287445689267627,4.391681699367072,8.193261250161607,6.287445689267627,6.287445689267627,-0.023646562585936295,-0.023646562585936295,-0.023646562585936295,-0.023646562585936295,-0.023646562585936295,-0.023646562585936295,0.0,0.0,0.0,6.263799126681691
2025-02-24,6.269269931590962,4.096582523362561,8.168047663156425,6.269269931590962,6.269269931590962,-0.11781608416517415,-0.11781608416517415,-0.11781608416517415,-0.11781608416517415,-0.11781608416517415,-0.11781608416517415,0.0,0.0,0.0,6.151453847425788
2025-02-25,6.2510941739142964,4.231477738887351,8.186667809629155,6.2510941739142964,6.2510941739142964,-0.08989121309455851,-0.08989121309455851,-0.08989121309455851,-0.08989121309455851,-0.08989121309455851,-0.08989121309455851,0.0,0.0,0.0,6.161202960819738
2025-02-26,6.232918416237631,4.136422629843103,8.218287879280002,6.232918416237631,6.232918416237631,-0.10952679606945848,-0.10952679606945848,-0.10952679606945848,-0.10952679606945848,-0.10952679606945848,-0.10952679606945848,0.0,0.0,0.0,6.123391620168173
2025-02-27,6.214742658560965,4.158554424649831,8.208471373401542,6.214742658560965,6.214742658560965,0.10939530980001454,0.10939530980001454,0.10939530980001454,0.10939530980001454,0.10939530980001454,0.10939530980001454,0.0,0.0,0.0,6.324137968360979
2025-02-28,6.196566900884299,4.112798329718393,8.084911317989873,6.196566900884299,6.196566900884299,-0.05288547615097958,-0.05288547615097958,-0.05288547615097958,-0.05288547615097958,-0.05288547615097958,-0.05288547615097958,0.0,0.0,0.0,6.14368142473332
2025-03-01,6.178391143207634,4.470342942784097,8.540481752526485,6.178391143207634,6.178391143207634,0.2843708222677719,0.2843708222677719,0.2843708222677719,0.2843708222677719,0.2843708222677719,0.2843708222677719,0.0,0.0,0.0,6.462761965475406
2025-03-02,6.160215385530969,4.148684462666714,8.115166158012624,6.160215385530969,6.160215385530969,-0.023646562586674136,-0.023646562586674136,-0.023646562586674136,-0.023646562586674136,-0.023646562586674136,-0.023646562586674136,0.0,0.0,0.0,6.1365688229442945
2025-03-03,6.142039627854304,4.05996941683539,8.035405385120502,6.142039627854304,6.142039627854304,-0.1178160841659447,-0.1178160841659447,-0.1178160841659447,-0.1178160841659447,-0.1178160841659447,-0.1178160841659447,0.0,0.0,0.0,6.024223543688359
2025-03-04,6.123863870177638,3.810528438098349,7.918194846927396,6.123863870177638,6.123863870177638,-0.0898912130947109,-0.0898912130947109,-0.0898912130947109,-0.0898912130947109,-0.0898912130947109,-0.0898912130947109,0.0,0.0,0.0,6.033972657082927
2025-03-05,6.105688112500973,3.968424683232264,7.996262941502441,6.105688112500973,6.105688112500973,-0.10952679607027754,-0.10952679607027754,-0.10952679607027754,-0.10952679607027754,-0.10952679607027754,-0.10952679607027754,0.0,0.0,0.0,5.996161316430695
2025-03-06,6.087512354824308,4.164935122856107,8.133687797830792,6.087512354824308,6.087512354824308,0.10939530980011461,0.10939530980011461,0.10939530980011461,0.10939530980011461,0.10939530980011461,0.10939530980011461,0.0,0.0,0.0,6.1969076646244226
2025-03-07,6.069336597061349,4.139156307020509,8.05012094740859,6.069336597061349,6.069336597061349,-0.0528854761509113,-0.0528854761509113,-0.0528854761509113,-0.0528854761509113,-0.0528854761509113,-0.0528854761509113,0.0,0.0,0.0,6.016451120910437
2025-03-08,6.05116083929839,4.2105421202233035,8.256820403421093,6.05116083929839,6.05116083929839,0.284370822267679,0.284370822267679,0.284370822267679,0.284370822267679,0.284370822267679,0.284370822267679,0.0,0.0,0.0,6.335531661566069
2025-03-09,6.032985081535431,3.965976919917841,8.088644634516681,6.032985081535431,6.032985081535431,-0.023646562587411983,-0.023646562587411983,-0.023646562587411983,-0.023646562587411983,-0.023646562587411983,-0.023646562587411983,0.0,0.0,0.0,6.009338518948019
2025-03-10,6.0148093237724725,3.814760770974821,7.757941177817392,6.0148093237724725,6.0148093237724725,-0.11781608416531907,-0.11781608416531907,-0.11781608416531907,-0.11781608416531907,-0.11781608416531907,-0.11781608416531907,0.0,0.0,0.0,5.896993239607154
2025-03-11,5.996633566009513,3.8930865448910374,7.891201386390785,5.996633566009513,5.996633566009513,-0.0898912130944289,-0.0898912130944289,-0.0898912130944289,-0.0898912130944289,-0.0898912130944289,-0.0898912130944289,0.0,0.0,0.0,5.906742352915084
2025-03-12,5.978457808246554,3.7552503553952215,7.926882024909623,5.978457808246554,5.978457808246554,-0.10952679606969969,-0.10952679606969969,-0.10952679606969969,-0.10952679606969969,-0.10952679606969969,-0.10952679606969969,0.0,0.0,0.0,5.868931012176854
2025-03-13,5.960282050483595,4.051171879384231,8.129819502112653,5.960282050483595,5.960282050483595,0.10939530979984836,0.10939530979984836,0.10939530979984836,0.10939530979984836,0.10939530979984836,0.10939530979984836,0.0,0.0,0.0,6.0696773602834435
2025-03-14,5.942106292720636,3.957545549681321,7.732866366316465,5.942106292720636,5.942106292720636,-0.052885476150804654,-0.052885476150804654,-0.052885476150804654,-0.052885476150804654,-0.052885476150804654,-0.052885476150804654,0.0,0.0,0.0,5.889220816569831
2025-03-15,5.923930534957677,4.15225984888972,8.181987074423986,5.923930534957677,5.923930534957677,0.2843708222675515,0.2843708222675515,0.2843708222675515,0.2843708222675515,0.2843708222675515,0.2843708222675515,0.0,0.0,0.0,6.208301357225229
2025-03-16,5.905754777194717,3.861491599483232,7.800076244819324,5.905754777194717,5.905754777194717,-0.023646562586657188,-0.023646562586657188,-0.023646562586657188,-0.023646562586657188,-0.023646562586657188,-0.023646562586657188,0.0,0.0,0.0,5.88210821460806
2025-03-17,5.887579019431759,3.8079015146844912,7.799700040758808,5.887579019431759,5.887579019431759,-0.11781608416651215,-0.11781608416651215,-0.11781608416651215,-0.11781608416651215,-0.11781608416651215,-0.11781608416651215,0.0,0.0,0.0,5.769762935265247
2025-03-18,5.8694032616688,3.796938388278514,7.685983513878924,5.8694032616688,5.8694032616688,-0.08989121309503921,-0.08989121309503921,-0.08989121309503921,-0.08989121309503921,-0.08989121309503921,-0.08989121309503921,0.0,0.0,0.0,5.7795120485737606
2025-03-19,5.85122750390584,3.7274237154909757,7.636175291390572,5.85122750390584,5.85122750390584,-0.10952679606982034,-0.10952679606982034,-0.10952679606982034,-0.10952679606982034,-0.10952679606982034,-0.10952679606982034,0.0,0.0,0.0,5.74170070783602
2025-03-20,5.833051746142882,3.939365742307612,8.02654196847004,5.833051746142882,5.833051746142882,0.10939530980022286,0.10939530980022286,0.10939530980022286,0.10939530980022286,0.10939530980022286,0.10939530980022286,0.0,0.0,0.0,5.942447055943105
2025-03-21,5.814875988379923,3.879593946788432,7.786827786577089,5.814875988379923,5.814875988379923,-0.05288547615073638,-0.05288547615073638,-0.05288547615073638,-0.05288547615073638,-0.05288547615073638,-0.05288547615073638,0.0,0.0,0.0,5.761990512229186
2025-03-22,5.796700230616964,4.014334678729276,8.086413488386532,5.796700230616964,5.796700230616964,0.2843708222674587,0.2843708222674587,0.2843708222674587,0.2843708222674587,0.2843708222674587,0.2843708222674587,0.0,0.0,0.0,6.081071052884423
2025-03-23,5.778524472854005,3.7580500002626573,7.513033543535037,5.778524472854005,5.778524472854005,-0.023646562587395017,-0.023646562587395017,-0.023646562587395017,-0.023646562587395017,-0.023646562587395017,-0.023646562587395017,0.0,0.0,0.0,5.75487791026661
2025-03-24,5.7603487150910455,3.703091055140763,7.640964952369861,5.7603487150910455,5.7603487150910455,-0.11781608416588654,-0.11781608416588654,-0.11781608416588654,-0.11781608416588654,-0.11781608416588654,-0.11781608416588654,0.0,0.0,0.0,5.642532630925159
2025-03-25,5.742172957328087,3.5287940730842524,7.546233185496828,5.742172957328087,5.742172957328087,-0.08989121309475721,-0.08989121309475721,-0.08989121309475721,-0.08989121309475721,-0.08989121309475721,-0.08989121309475721,0.0,0.0,0.0,5.6522817442333295
2025-03-26,5.723997199565127,3.490395403107798,7.602760652151047,5.723997199565127,5.723997199565127,-0.10952679607015231,-0.10952679607015231,-0.10952679607015231,-0.10952679607015231,-0.10952679607015231,-0.10952679607015231,0.0,0.0,0.0,5.614470403494974
2025-03-27,5.7058214418524615,3.90373451700073,7.89754631868016,5.7058214418524615,5.7058214418524615,0.10939530980032294,0.10939530980032294,0.10939530980032294,0.10939530980032294,0.10939530980032294,0.10939530980032294,0.0,0.0,0.0,5.815216751652785
2025-03-28,5.687645684139797,3.6337201749430372,7.519303568478573,5.687645684139797,5.687645684139797,-0.0528854761505914,-0.0528854761505914,-0.0528854761505914,-0.0528854761505914,-0.0528854761505914,-0.0528854761505914,0.0,0.0,0.0,5.634760207989205
2025-03-29,5.66946992642713,3.9939180378227355,7.955880343357728,5.66946992642713,5.66946992642713,0.2843708222678013,0.2843708222678013,0.2843708222678013,0.2843708222678013,0.2843708222678013,0.2843708222678013,0.0,0.0,0.0,5.953840748694931
2025-03-30,5.6512941687144655,3.683970229915499,7.556185547641658,5.6512941687144655,5.6512941687144655,-0.023646562587386562,-0.023646562587386562,-0.023646562587386562,-0.023646562587386562,-0.023646562587386562,-0.023646562587386562,0.0,0.0,0.0,5.627647606127079
2025-03-31,5.633118411001799,3.5393470693341027,7.596123558816724,5.633118411001799,5.633118411001799,-0.11781608416574774,-0.11781608416574774,-0.11781608416574774,-0.11781608416574774,-0.11781608416574774,-0.11781608416574774,0.0,0.0,0.0,5.515302326836052
2025-04-01,5.614942653289135,3.465906244694204,7.454024175371751,5.614942653289135,5.614942653289135,-0.08989121309536752,-0.08989121309536752,-0.08989121309536752,-0.08989121309536752,-0.08989121309536752,-0.08989121309536752,0.0,0.0,0.0,5.525051440193767
2025-04-02,5.59676689557647,3.646841259752413,7.4687861019771615,5.59676689557647,5.59676689557647,-0.10952679607027294,-0.10952679607027294,-0.10952679607027294,-0.10952679607027294,-0.10952679607027294,-0.10952679607027294,0.0,0.0,0.0,5.487240099506197
2025-04-03,5.578591137863804,3.6524212774268565,7.6102518678557125,5.578591137863804,5.578591137863804,0.10939530980042306,0.10939530980042306,0.10939530980042306,0.10939530980042306,0.10939530980042306,0.10939530980042306,0.0,0.0,0.0,5.687986447664227
2025-04-04,5.560415380151139,3.5033868535834523,7.431240024236689,5.560415380151139,5.560415380151139,-0.052885476150523095,-0.052885476150523095,-0.052885476150523095,-0.052885476150523095,-0.052885476150523095,-0.052885476150523095,0.0,0.0,0.0,5.507529904000616
2025-04-05,5.542239622438473,3.7679335875846567,7.764025955667853,5.542239622438473,5.542239622438473,0.28437082226770843,0.28437082226770843,0.28437082226770843,0.28437082226770843,0.28437082226770843,0.28437082226770843,0.0,0.0,0.0,5.826610444706181
2025-04-08,5.487712349300477,3.3047154926674973,7.284442738841053,5.487712349300477,5.487712349300477,-0.0898912130941932,-0.0898912130941932,-0.0898912130941932,-0.0898912130941932,-0.0898912130941932,-0.0898912130941932,0.0,0.0,0.0,5.397821136206283
2025-04-09,5.469536591587811,3.146062130925436,7.263899566851533,5.469536591587811,5.469536591587811,-0.10952679606969506,-0.10952679606969506,-0.10952679606969506,-0.10952679606969506,-0.10952679606969506,-0.10952679606969506,0.0,0.0,0.0,5.360009795518116
2025-04-10,5.451360833875146,3.592794114588178,7.496707689349067,5.451360833875146,5.451360833875146,0.10939530980015677,0.10939530980015677,0.10939530980015677,0.10939530980015677,0.10939530980015677,0.10939530980015677,0.0,0.0,0.0,5.560756143675302
2025-04-11,5.433185076162481,3.2788724017217366,7.444190956384638,5.433185076162481,5.433185076162481,-0.052885476150955665,-0.052885476150955665,-0.052885476150955665,-0.052885476150955665,-0.052885476150955665,-0.052885476150955665,0.0,0.0,0.0,5.380299600011525
2025-04-12,5.415009318449815,3.565141616002398,7.742873553952803,5.415009318449815,5.415009318449815,0.2843708222680511,0.2843708222680511,0.2843708222680511,0.2843708222680511,0.2843708222680511,0.2843708222680511,0.0,0.0,0.0,5.699380140717866
2025-04-13,5.39683356073715,3.324755683430596,7.2803412165968595,5.39683356073715,5.39683356073715,-0.023646562586480617,-0.023646562586480617,-0.023646562586480617,-0.023646562586480617,-0.023646562586480617,-0.023646562586480617,0.0,0.0,0.0,5.373186998150669
2025-04-14,5.378657803024485,3.248957240403817,7.275726281568338,5.378657803024485,5.378657803024485,-0.11781608416631516,-0.11781608416631516,-0.11781608416631516,-0.11781608416631516,-0.11781608416631516,-0.11781608416631516,0.0,0.0,0.0,5.2608417188581695
2025-04-15,5.3604820453118185,3.229283709139766,7.177346602456702,5.3604820453118185,5.3604820453118185,-0.08989121309480348,-0.08989121309480348,-0.08989121309480348,-0.08989121309480348,-0.08989121309480348,-0.08989121309480348,0.0,0.0,0.0,5.270590832217015
2025-04-16,5.342306287599152,3.243924988510936,7.107868293405184,5.342306287599152,5.342306287599152,-0.10952679607072556,-0.10952679607072556,-0.10952679607072556,-0.10952679607072556,-0.10952679607072556,-0.10952679607072556,0.0,0.0,0.0,5.232779491528427
2025-04-17,5.324130530002079,3.516315671183473,7.458557093469411,5.324130530002079,5.324130530002079,0.10939530979989051,0.10939530979989051,0.10939530979989051,0.10939530979989051,0.10939530979989051,0.10939530979989051,0.0,0.0,0.0,5.43352583980197
2025-04-18,5.305954772405004,3.3411212392896097,7.0981956836337625,5.305954772405004,5.305954772405004,-0.05288547615084905,-0.05288547615084905,-0.05288547615084905,-0.05288547615084905,-0.05288547615084905,-0.05288547615084905,0.0,0.0,0.0,5.2530692962541545
2025-04-19,5.28777901480793,3.5782540441305835,7.539483586109122,5.28777901480793,5.28777901480793,0.2843708222675228,0.2843708222675228,0.2843708222675228,0.2843708222675228,0.2843708222675228,0.2843708222675228,0.0,0.0,0.0,5.572149837075452
2025-04-20,5.269603257210855,3.1929087335597095,7.165418470876036,5.269603257210855,5.269603257210855,-0.02364656258647216,-0.02364656258647216,-0.02364656258647216,-0.02364656258647216,-0.02364656258647216,-0.02364656258647216,0.0,0.0,0.0,5.245956694624383
2025-04-21,5.25142749961378,2.986590274539789,7.095613787454579,5.25142749961378,5.25142749961378,-0.11781608416568955,-0.11781608416568955,-0.11781608416568955,-0.11781608416568955,-0.11781608416568955,-0.11781608416568955,0.0,0.0,0.0,5.13361141544809
2025-04-22,5.233251742016706,3.2625878482324167,7.12816298145764,5.233251742016706,5.233251742016706,-0.08989121309495593,-0.08989121309495593,-0.08989121309495593,-0.08989121309495593,-0.08989121309495593,-0.08989121309495593,0.0,0.0,0.0,5.14336052892175
2025-04-23,5.215075984419631,3.0415148964220275,7.156485008167905,5.215075984419631,5.215075984419631,-0.10952679607014772,-0.10952679607014772,-0.10952679607014772,-0.10952679607014772,-0.10952679607014772,-0.10952679607014772,0.0,0.0,0.0,5.1055491883494835
2025-04-24,5.196900226822557,3.3780183948479685,7.318522681945841,5.196900226822557,5.196900226822557,0.10939530979999058,0.10939530979999058,0.10939530979999058,0.10939530979999058,0.10939530979999058,0.10939530979999058,0.0,0.0,0.0,5.306295536622547
2025-04-25,5.178724469225481,3.0763608456270783,7.278984713613791,5.178724469225481,5.178724469225481,-0.0528854761507424,-0.0528854761507424,-0.0528854761507424,-0.0528854761507424,-0.0528854761507424,-0.0528854761507424,0.0,0.0,0.0,5.125838993074738
2025-04-26,5.160548711628406,3.4143111032530635,7.403221645372064,5.160548711628406,5.160548711628406,0.2843708222678654,0.2843708222678654,0.2843708222678654,0.2843708222678654,0.2843708222678654,0.2843708222678654,0.0,0.0,0.0,5.444919533896272
2025-04-27,5.142372954031332,3.0398027050334204,7.218956912514456,5.142372954031332,5.142372954031332,-0.023646562585574675,-0.023646562585574675,-0.023646562585574675,-0.023646562585574675,-0.023646562585574675,-0.023646562585574675,0.0,0.0,0.0,5.118726391445757
2025-04-28,5.124197196434257,2.9294341332752416,7.03123353225496,5.124197196434257,5.124197196434257,-0.11781608416506392,-0.11781608416506392,-0.11781608416506392,-0.11781608416506392,-0.11781608416506392,-0.11781608416506392,0.0,0.0,0.0,5.006381112269193
